974, -1.1898710127
1538, -0.784547463313
1101, -1.9154029536
807, -1.73382868176
1231, -2.0
1366, -1.92938277889
1667, -1.12020885255
1804, -1.0567863955
1807, -1.0567863955
1196, -1.35540930862
1068, -1.13275765257
1056, -0.705021058675
1192, -0.862066749016
13, -0.737804735176
1840, -0.989495174125
1229, -0.82768848656
1230, -0.82768848656
1067, -0.627662835372
1612, -1.30620531427
1026, -0.805675049825
1027, -0.805675049825
1857, -0.611716483984
1284, -0.960223412518
1383, -0.960223412518
274, -1.30774376023
682, -0.43989551162
1041, -0.75439436955
1194, -0.630904490127
827, -0.619834893203
1802, -0.602463814479
1805, -0.602463814479
831, -0.532262765355
580, -1.59684135079
1176, -0.731913251493
1756, -0.336916881422
1077, -0.583063320636
795, -0.408458357091
515, -1.37891043674
642, -0.756099415178
1553, -0.774951805707
952, -0.301030311966
953, -0.301030311966
1843, -0.367218662857
990, -0.468677282542
2138, -0.406939644614
805, -0.438516334228
1249, -0.439492648439
1250, -0.439492648439
1251, -0.439492648439
789, -0.419944254491
23, -0.519822576918
41, -0.519822576918
926, -0.307191353499
927, -0.307191353499
1597, -0.343161852359
1162, -0.297048137547
1625, -0.246442648731
1789, -0.346904345799
1830, -0.346904345799
1868, -0.346904345799
1583, -0.238118182057
1057, -0.357684861575
902, -0.376040928707
903, -0.376040928707
60, -0.296189576699
1098, -0.373395003098
649, -0.330575111782
773, -0.278291517986
870, -0.340777060271
959, -0.290002575481
1599, -0.113302078929
4, -0.392976021991
239, -0.583028345108
1727, -0.365172554553
1812, -0.276796214434
923, -0.252774335751
924, -0.252774335751
1626, -0.171555053199
1605, -0.220859645846
1642, -0.25744537274
1608, -0.254489839155
1187, -0.230732401647
1479, -0.431454039946
689, -0.541864928452
1655, -0.234701130928
1016, -0.19317419402
1377, -0.240257984387
1356, -0.189833207322
1380, -0.189833207322
245, -0.525592965893
423, -0.435551839457
1600, -0.134331950497
1111, -0.194924022718
2140, -0.285493733952
1083, -0.111992199576
999, -0.161137514822
1000, -0.161137514822
713, -0.306953740957
1329, -0.247053847432
1794, -0.254292681992
1052, -0.085724626674
2156, -0.215019649926
646, -0.167585730141
1019, -0.0740108168996
226, -0.168308692547
835, -0.0681972737179
1058, -0.0591277304099
1936, -0.0391628491974
182, -0.137787794813
1202, -0.0657590855803
307, -0.128162658926
1889, -0.0994819535325
675, -0.108790977113
14, -0.0636985570769
50, -0.0636985570769
352, -0.0914752090251
228, -0.0858687497667
1164, -0.0369664797363
551, -0.0321344442261
338, -0.0651531638443
